;index;date;couleur des yeux;age;exp;salaire;sexe;diplome;métier;note;dispo;embauche;ville d'origine
274;274;18/12/2010;Bleu;44.0;7.0;33738.0;M;master;Data Analyst;68.11;oui;0;7
275;275;25/08/2013;Marron;34.0;7.0;31286.0;F;master;Data Analyst;99.53;non;0;15
276;276;23/08/2014;Bleu;23.0;9.0;30705.0;F;master;Data Scientist;87.8;non;0;13
277;277;22/07/2011;Hazel;39.0;5.0;33650.0;M;licence;Data Scientist;60.95;non;0;5
278;278;20/09/2011;Hazel;62.0;8.0;42190.0;M;licence;Data Scientist;65.17;non;0;15
279;279;02/07/2010;Marron;38.0;13.0;38698.0;F;licence;Data Analyst;59.3;non;0;7
280;280;17/01/2013;Marron;31.0;9.0;28697.0;F;master;Data Analyst;82.09;non;0;8
281;281;30/07/2010;Bleu;37.0;13.0;;M;licence;Data Scientist;69.01;oui;0;5
282;282;19/01/2014;Hazel;40.0;14.0;21970.0;F;doctorat;Data Analyst;105.2;non;0;15
283;283;09/05/2013;Hazel;30.0;0.0;32969.0;M;doctorat;Data Analyst;96.81;oui;0;15
284;284;19/07/2014;;25.0;9.0;32263.0;M;master;Data Analyst;66.13;oui;0;1
285;285;27/03/2011;Hazel;32.0;13.0;40195.0;M;licence;Data Scientist;74.4;non;0;1
286;286;14/05/2010;Marron;26.0;7.0;39181.0;M;master;Data Scientist;51.94;non;0;10
287;287;07/03/2011;Hazel;39.0;10.0;29217.0;M;master;Data Scientist;79.76;non;0;1
288;288;22/11/2013;Marron;24.0;8.0;28746.0;F;doctorat;Data Analyst;118.65;oui;0;6
289;289;09/09/2012;Bleu;23.0;8.0;31161.0;F;licence;Data Steward;112.09;non;0;8
290;290;19/05/2012;Marron;14.0;7.0;41795.0;M;master;Data Analyst;73.74;oui;0;4
291;291;06/07/2013;Bleu;17.0;10.0;35119.0;M;bac;Data Steward;89.62;non;1;6
292;292;18/10/2011;Hazel;38.0;9.0;29292.0;F;master;Data Scientist;72.3;non;0;11
293;293;21/06/2014;Hazel;38.0;8.0;41286.0;M;licence;Data Scientist;85.17;oui;0;1
294;294;21/05/2011;Hazel;38.0;13.0;36354.0;F;master;Data Steward;88.78;oui;0;2
295;295;08/05/2010;Marron;18.0;8.0;30258.0;F;doctorat;Data Steward;106.09;oui;0;11
296;296;18/02/2013;Vert;8.0;16.0;25825.0;F;master;Data Steward;92.35;oui;0;14
297;297;06/08/2011;Bleu;27.0;11.0;32564.0;M;licence;Data Scientist;59.71;non;0;10
298;298;07/07/2010;Hazel;32.0;12.0;33685.0;F;master;Data Engineer;75.99;oui;0;8
299;299;;Vert;57.0;12.0;32048.0;M;licence;Data Scientist;99.55;oui;0;8
300;300;25/06/2014;Bleu;30.0;10.0;42526.0;F;licence;Data Engineer;105.36;oui;0;14
301;301;10/04/2010;Marron;45.0;11.0;28387.0;F;doctorat;Data Engineer;100.44;oui;0;4
302;302;16/10/2011;Marron;42.0;10.0;34787.0;F;master;Data Analyst;84.58;oui;0;12
303;303;27/07/2012;Marron;20.0;8.0;36256.0;F;master;Data Analyst;62.37;non;0;8
304;304;09/06/2014;Bleu;33.0;12.0;34599.0;M;licence;Data Scientist;80.7;non;0;2
305;305;24/09/2011;Marron;39.0;10.0;33053.0;F;doctorat;Data Engineer;97.03;oui;0;7
306;306;29/12/2013;Hazel;35.0;10.0;36679.0;F;master;Data Engineer;90.24;oui;0;6
307;307;19/02/2011;Vert;32.0;9.0;30236.0;F;bac;Data Engineer;72.04;non;0;5
308;308;29/05/2014;Bleu;30.0;9.0;40385.0;M;licence;Data Scientist;60.05;non;0;8
309;309;19/03/2012;Hazel;23.0;3.0;34484.0;F;licence;Data Analyst;;non;0;11
310;310;27/05/2011;Marron;38.0;9.0;35703.0;F;master;Data Scientist;77.91;non;0;9
311;311;15/11/2012;Bleu;39.0;6.0;41713.0;F;licence;Data Steward;74.06;oui;0;4
312;312;25/03/2012;Hazel;43.0;10.0;28210.0;F;master;Data Analyst;87.16;non;1;5
313;313;19/01/2014;Marron;58.0;6.0;28949.0;F;doctorat;Data Engineer;71.12;oui;0;15
314;314;27/01/2014;Hazel;27.0;12.0;37321.0;M;licence;Data Scientist;52.47;non;0;2
315;315;31/12/2013;Hazel;34.0;12.0;36973.0;M;master;Data Scientist;64.16;oui;0;10
316;316;10/10/2013;Marron;17.0;13.0;28468.0;M;master;Data Scientist;66.88;non;0;3
317;317;26/11/2013;Vert;44.0;7.0;31314.0;M;bac;Data Scientist;42.98;non;0;8
318;318;30/05/2014;Marron;43.0;6.0;33733.0;F;master;Data Analyst;100.38;oui;0;2
319;319;22/11/2013;Marron;30.0;10.0;30967.0;M;master;Data Scientist;52.14;non;0;1
320;320;22/02/2013;Bleu;34.0;4.0;29647.0;F;licence;Data Scientist;66.32;non;0;7
321;321;18/11/2012;Hazel;33.0;3.0;31457.0;M;master;Data Engineer;69.11;oui;0;6
322;322;19/01/2010;Bleu;23.0;10.0;38541.0;M;licence;Data Scientist;36.16;non;0;1
323;323;09/12/2013;Marron;29.0;8.0;32547.0;M;doctorat;Data Scientist;95.79;oui;0;10
324;324;24/06/2014;Bleu;29.0;6.0;33643.0;M;licence;Data Scientist;52.4;non;0;9
325;325;13/03/2011;Marron;35.0;9.0;34181.0;M;master;Data Engineer;51.57;non;0;1
326;326;04/03/2014;Bleu;18.0;5.0;31315.0;M;master;Data Scientist;85.04;oui;0;14
327;327;24/04/2011;Hazel;53.0;7.0;37532.0;M;licence;Data Scientist;67.54;non;0;5
328;328;29/10/2010;Hazel;35.0;9.0;33433.0;M;master;Data Scientist;69.15;non;0;10
329;329;17/05/2012;Marron;27.0;12.0;29139.0;F;doctorat;Data Analyst;89.46;non;0;11
330;330;07/12/2010;Hazel;37.0;9.0;37749.0;F;licence;Data Engineer;68.66;non;1;15
331;331;23/09/2010;Marron;42.0;10.0;42988.0;F;licence;Data Analyst;58.31;non;0;12
332;332;21/10/2010;Bleu;35.0;12.0;33491.0;M;master;Data Analyst;88.66;oui;0;13
333;333;05/12/2010;Marron;39.0;12.0;33382.0;M;master;Data Scientist;64.99;non;0;5
334;334;27/07/2012;Marron;27.0;9.0;37421.0;M;doctorat;Data Scientist;73.93;;0;6
335;335;08/10/2010;Bleu;50.0;9.0;28185.0;M;licence;Data Scientist;82.18;non;0;15
336;336;01/02/2014;Bleu;42.0;8.0;37962.0;M;licence;Data Steward;61.0;oui;0;7
337;337;27/04/2012;Bleu;44.0;10.0;37718.0;F;licence;Data Engineer;81.42;oui;0;8
338;338;18/10/2010;Bleu;35.0;10.0;40921.0;M;licence;Data Scientist;74.01;oui;0;14
339;339;18/06/2010;Hazel;51.0;10.0;36358.0;F;master;Data Steward;62.22;oui;0;4
340;340;19/05/2014;Marron;41.0;7.0;36721.0;F;master;Data Steward;;oui;0;3
341;341;15/01/2013;Bleu;24.0;10.0;35829.0;M;licence;Data Scientist;61.67;non;0;3
342;342;18/05/2013;Hazel;41.0;15.0;34431.0;F;licence;Data Scientist;95.75;non;0;15
343;343;18/02/2011;Bleu;43.0;8.0;38619.0;M;licence;Data Steward;68.4;oui;0;15
344;344;28/06/2014;Marron;31.0;6.0;28308.0;F;doctorat;Data Steward;108.62;oui;1;14
345;345;17/02/2011;Bleu;17.0;12.0;34770.0;M;master;Data Steward;103.3;oui;0;6
346;346;10/05/2013;Bleu;19.0;12.0;38393.0;M;licence;Data Analyst;92.02;oui;0;14
347;347;19/08/2010;Bleu;29.0;6.0;33756.0;M;doctorat;Data Scientist;96.43;oui;0;13
348;348;06/07/2014;Marron;47.0;15.0;37118.0;M;doctorat;Data Scientist;73.58;oui;0;14
349;349;14/10/2011;Bleu;39.0;12.0;36433.0;M;licence;Data Analyst;86.47;oui;1;3
350;350;08/12/2011;Hazel;25.0;7.0;27842.0;M;master;Data Analyst;68.35;non;1;2
351;351;24/04/2012;Marron;40.0;3.0;41180.0;F;master;;77.37;non;0;2
352;352;23/06/2012;Bleu;27.0;11.0;37714.0;M;licence;Data Scientist;68.83;non;0;14
353;353;21/07/2010;Hazel;42.0;10.0;28083.0;M;doctorat;Data Analyst;95.2;oui;0;12
354;354;28/11/2011;Hazel;21.0;10.0;40127.0;F;licence;Data Analyst;70.13;non;0;4
355;355;22/09/2012;Hazel;37.0;9.0;33905.0;M;doctorat;Data Engineer;95.01;oui;0;2
356;356;25/03/2013;Marron;30.0;11.0;37173.0;F;doctorat;Data Steward;86.04;oui;0;13
357;357;11/12/2012;Marron;42.0;10.0;38923.0;F;doctorat;Data Steward;81.41;oui;0;2
358;358;09/06/2012;Bleu;41.0;9.0;40355.0;M;licence;Data Scientist;66.19;oui;0;11
359;359;21/11/2013;Marron;32.0;;28230.0;F;licence;Data Steward;59.35;non;1;9
360;360;07/10/2010;Hazel;33.0;8.0;32787.0;M;licence;Data Steward;78.44;non;1;9
361;361;19/09/2013;Hazel;35.0;7.0;40349.0;F;licence;Data Engineer;78.09;oui;0;4
362;362;05/02/2012;Marron;30.0;8.0;30797.0;F;master;Data Steward;83.8;non;0;6
363;363;24/05/2011;Vert;48.0;12.0;41271.0;M;licence;Data Scientist;102.02;oui;1;4
364;364;02/01/2010;Marron;19.0;10.0;43902.0;F;licence;Data Engineer;46.42;oui;0;10
365;365;05/07/2011;Marron;33.0;9.0;33524.0;M;doctorat;Data Analyst;98.64;oui;0;3
366;366;27/09/2011;Vert;43.0;4.0;31132.0;M;bac;Data Analyst;56.44;non;0;4
367;367;25/12/2013;Marron;21.0;11.0;31221.0;F;master;Data Analyst;82.99;non;0;3
368;368;24/10/2010;Hazel;26.0;6.0;39403.0;M;licence;Data Scientist;75.32;non;0;12
369;369;20/12/2010;Marron;35.0;3.0;25394.0;F;doctorat;Data Analyst;118.25;oui;0;1
370;370;06/12/2012;Marron;28.0;12.0;28479.0;M;doctorat;Data Scientist;105.15;oui;0;6
371;371;18/09/2011;Bleu;35.0;14.0;38464.0;F;licence;Data Engineer;81.31;non;0;12
372;372;21/06/2013;Bleu;45.0;9.0;29974.0;F;master;Data Engineer;91.56;non;0;1
373;373;12/09/2012;Marron;33.0;9.0;38852.0;M;master;Data Scientist;73.37;oui;0;11
374;374;11/01/2011;Marron;35.0;9.0;29294.0;F;licence;Data Engineer;45.93;non;1;14
375;375;24/11/2013;Marron;38.0;3.0;38049.0;M;master;Data Engineer;80.95;oui;0;13
376;376;22/06/2013;Bleu;35.0;11.0;36620.0;M;licence;Data Scientist;42.88;non;0;5
377;377;21/02/2011;Bleu;24.0;15.0;28852.0;F;master;Data Analyst;103.78;oui;0;3
378;378;26/04/2012;Marron;38.0;11.0;43465.0;M;master;Data Steward;72.37;oui;0;12
379;379;09/03/2012;Vert;28.0;11.0;35482.0;M;bac;Data Scientist;61.78;non;0;9
380;380;08/05/2011;Bleu;25.0;11.0;32712.0;M;bac;Data Scientist;59.76;non;0;10
381;381;18/09/2010;Marron;37.0;13.0;31191.0;F;licence;Data Engineer;81.7;non;0;4
382;382;08/10/2012;Vert;37.0;13.0;33221.0;M;licence;Data Scientist;51.13;non;0;4
383;383;08/04/2013;Hazel;48.0;11.0;33628.0;F;licence;Data Scientist;72.84;non;0;5
384;384;31/08/2011;Marron;25.0;0.0;41290.0;M;master;Data Engineer;59.17;oui;0;12
385;385;08/12/2014;Vert;24.0;7.0;31189.0;M;licence;Data Scientist;84.15;non;0;6
386;386;12/03/2010;Bleu;51.0;11.0;39102.0;M;bac;Data Scientist;61.88;non;0;1
387;387;19/09/2013;Marron;37.0;15.0;31469.0;M;master;Data Scientist;69.09;non;0;15
388;388;29/02/2012;Vert;50.0;8.0;38797.0;M;licence;Data Scientist;;oui;1;15
389;389;13/05/2014;Bleu;30.0;8.0;35846.0;M;;Data Scientist;73.86;non;1;11
390;390;12/08/2013;Hazel;19.0;6.0;29064.0;F;master;Data Engineer;96.32;oui;0;14
391;391;19/01/2012;Hazel;53.0;12.0;37648.0;F;master;Data Steward;95.2;oui;0;8
392;392;02/03/2014;Bleu;29.0;11.0;24352.0;M;master;Data Scientist;90.4;non;0;9
393;393;15/05/2010;Bleu;34.0;12.0;33588.0;F;licence;Data Analyst;69.63;non;0;13
394;394;19/04/2012;Marron;19.0;12.0;23243.0;F;doctorat;Data Engineer;127.58;oui;0;5
395;395;13/02/2011;Marron;30.0;;30091.0;F;master;Data Scientist;99.87;non;0;3
396;396;14/02/2010;Marron;8.0;11.0;36915.0;M;master;Data Scientist;69.36;non;0;8
397;397;13/10/2012;Hazel;30.0;13.0;32314.0;F;licence;Data Analyst;65.74;non;0;9
398;398;16/12/2013;Marron;32.0;12.0;41405.0;M;licence;Data Analyst;69.43;oui;0;12
399;399;28/01/2011;Hazel;41.0;8.0;41766.0;M;licence;Data Engineer;59.33;oui;0;11
400;400;03/04/2013;Bleu;37.0;11.0;36042.0;M;licence;Data Scientist;63.58;non;0;14
401;401;30/04/2012;Hazel;36.0;9.0;35563.0;M;doctorat;Data Engineer;63.92;oui;0;6
402;402;02/03/2014;Marron;39.0;11.0;29421.0;F;licence;Data Engineer;56.76;non;1;5
403;403;03/09/2014;Marron;35.0;16.0;42079.0;;licence;Data Scientist;48.51;non;0;8
404;404;21/08/2010;Hazel;35.0;12.0;39121.0;M;licence;Data Scientist;51.28;non;0;12
405;405;01/05/2013;Bleu;10.0;6.0;39318.0;M;licence;Data Analyst;69.82;oui;0;1
406;406;08/08/2012;Marron;32.0;10.0;41423.0;F;licence;Data Steward;67.86;oui;1;1
407;407;03/07/2010;Bleu;42.0;11.0;38945.0;M;bac;Data Scientist;45.98;non;0;4
408;408;06/05/2012;Bleu;32.0;14.0;35891.0;M;licence;Data Scientist;74.99;non;0;7
409;409;22/11/2012;Bleu;24.0;11.0;34436.0;F;licence;Data Engineer;84.5;non;0;12
410;410;10/11/2011;Bleu;39.0;10.0;39427.0;F;bac;Data Engineer;60.44;non;0;2
411;411;22/01/2012;Bleu;33.0;8.0;35240.0;M;master;Data Scientist;68.01;oui;0;13
412;412;26/10/2010;Bleu;24.0;11.0;31699.0;M;master;Data Steward;92.81;oui;0;14
413;413;07/11/2014;Marron;30.0;10.0;28281.0;F;doctorat;Data Engineer;98.65;oui;0;8
414;414;15/04/2012;Marron;31.0;15.0;30005.0;F;master;Data Analyst;92.89;non;0;3
415;415;15/07/2014;Marron;53.0;11.0;29989.0;M;master;Data Engineer;69.35;non;1;5
416;416;11/10/2013;Marron;35.0;4.0;37957.0;F;master;Data Scientist;85.85;non;0;3
417;417;12/02/2014;Hazel;24.0;13.0;35628.0;M;master;Data Engineer;71.4;oui;0;7
418;418;17/04/2010;Marron;25.0;9.0;33617.0;F;doctorat;Data Engineer;90.01;oui;0;4
419;419;19/08/2010;Marron;31.0;9.0;25360.0;M;master;Data Analyst;69.73;non;1;1
420;420;13/10/2012;Marron;36.0;13.0;35784.0;M;doctorat;Data Steward;88.12;oui;0;12
421;421;08/04/2014;Marron;43.0;11.0;28965.0;F;doctorat;Data Steward;125.47;oui;0;4
422;422;16/12/2014;Vert;8.0;12.0;34060.0;M;licence;Data Scientist;71.27;oui;0;13
423;423;19/12/2012;Hazel;42.0;15.0;;M;master;Data Analyst;67.87;non;0;10
424;424;01/05/2010;Bleu;30.0;14.0;32157.0;M;licence;Data Engineer;98.25;non;1;2
425;425;29/10/2010;Marron;18.0;9.0;36128.0;F;master;Data Steward;76.48;oui;0;6
426;426;24/06/2013;Marron;29.0;16.0;47103.0;F;;Data Engineer;67.17;oui;0;9
427;427;26/10/2012;Bleu;43.0;15.0;38085.0;M;licence;Data Engineer;75.76;oui;0;9
428;428;20/05/2013;Bleu;28.0;11.0;34670.0;F;licence;Data Steward;86.24;oui;0;8
429;429;17/03/2013;Bleu;19.0;8.0;33973.0;F;master;Data Engineer;90.22;oui;0;11
430;430;29/09/2014;Hazel;47.0;9.0;42292.0;F;licence;Data Steward;79.65;oui;0;5
431;431;01/12/2012;Hazel;36.0;9.0;37822.0;M;licence;Data Scientist;65.16;non;0;14
432;432;23/08/2012;Marron;39.0;6.0;32191.0;F;master;Data Engineer;91.29;oui;0;1
433;433;12/08/2014;Bleu;34.0;6.0;30317.0;M;licence;Data Scientist;53.96;non;0;13
434;434;15/12/2014;Hazel;41.0;11.0;26114.0;F;master;Data Scientist;103.85;non;0;1
435;435;20/04/2014;Hazel;32.0;5.0;38908.0;M;master;Data Engineer;81.94;oui;0;7
436;436;29/04/2012;Hazel;33.0;14.0;29976.0;M;master;Data Scientist;89.37;non;0;2
437;437;23/11/2011;Bleu;40.0;10.0;34100.0;M;doctorat;Data Scientist;97.0;oui;1;6
438;438;06/06/2012;Bleu;21.0;7.0;30971.0;M;master;Data Analyst;75.17;non;0;9
439;439;29/03/2011;Bleu;25.0;13.0;41906.0;M;bac;Data Scientist;45.86;non;0;1
440;440;01/05/2013;Hazel;18.0;4.0;33875.0;M;licence;Data Scientist;40.61;non;0;10
441;441;31/10/2012;Hazel;43.0;8.0;30821.0;F;licence;Data Analyst;53.68;non;0;3
442;442;28/08/2011;Marron;27.0;7.0;35555.0;M;master;Data Scientist;84.8;oui;0;4
443;443;19/09/2012;Marron;29.0;9.0;33764.0;M;master;Data Scientist;71.26;non;0;5
444;444;27/08/2011;Hazel;31.0;6.0;32691.0;F;master;Data Scientist;93.4;non;0;14
445;445;15/12/2010;Bleu;25.0;12.0;35663.0;M;licence;Data Scientist;83.15;non;0;12
446;446;18/06/2011;Hazel;29.0;11.0;34912.0;F;master;Data Analyst;89.24;oui;0;3
447;447;19/05/2010;Bleu;18.0;13.0;31291.0;F;licence;Data Scientist;81.45;non;0;2
448;448;09/04/2012;Marron;39.0;12.0;30423.0;F;doctorat;Data Engineer;88.27;oui;0;6
449;449;10/04/2013;Bleu;35.0;11.0;34161.0;M;licence;Data Engineer;44.08;non;0;11
450;450;15/11/2010;Marron;24.0;12.0;32837.0;F;master;Data Engineer;78.37;non;0;14
451;451;07/04/2011;Bleu;39.0;15.0;38591.0;M;licence;Data Analyst;72.83;non;0;2
452;452;12/09/2010;Vert;17.0;8.0;29611.0;M;licence;Data Scientist;87.93;non;0;11
453;453;30/09/2010;Marron;32.0;5.0;37946.0;F;doctorat;Data Scientist;96.69;oui;0;14
454;454;24/07/2014;Marron;35.0;10.0;34418.0;M;master;Data Scientist;56.23;non;0;15
455;455;04/02/2011;Bleu;35.0;9.0;37426.0;M;bac;Data Scientist;81.96;non;0;2
456;456;10/09/2012;Bleu;44.0;11.0;35191.0;M;master;Data Scientist;74.45;oui;0;11
457;457;01/02/2011;Bleu;27.0;8.0;40050.0;M;licence;Data Steward;78.26;oui;0;1
458;458;26/12/2012;Hazel;34.0;11.0;35418.0;F;master;Data Engineer;80.55;oui;0;4
459;459;30/11/2014;Bleu;35.0;12.0;29185.0;M;master;Data Scientist;88.37;non;0;1
460;460;05/04/2014;Marron;37.0;8.0;35095.0;F;master;Data Engineer;85.45;oui;0;1
461;461;18/10/2012;Bleu;19.0;12.0;36097.0;M;licence;Data Engineer;89.83;oui;1;13
462;462;27/12/2014;Bleu;36.0;7.0;24718.0;M;doctorat;Data Scientist;103.92;oui;0;5
463;463;04/03/2014;Vert;28.0;15.0;44032.0;M;licence;Data Scientist;55.97;oui;0;12
464;464;02/10/2011;Hazel;38.0;9.0;45541.0;F;bac;Data Analyst;34.81;non;0;6
465;465;12/03/2012;Bleu;28.0;7.0;38938.0;M;licence;Data Scientist;71.52;non;0;2
466;466;29/10/2012;Bleu;53.0;6.0;36839.0;F;licence;Data Steward;77.35;non;0;4
467;467;16/06/2010;Hazel;31.0;8.0;40554.0;M;master;Data Scientist;72.26;oui;1;9
468;468;01/03/2013;Bleu;31.0;6.0;27948.0;M;master;Data Scientist;97.67;non;0;2
469;469;01/07/2012;Bleu;39.0;8.0;33746.0;M;licence;Data Engineer;62.59;non;0;6
470;470;16/06/2010;Hazel;21.0;10.0;36116.0;F;master;Data Analyst;85.72;oui;0;9
471;471;01/10/2010;Hazel;33.0;8.0;30505.0;M;master;Data Scientist;69.83;non;1;5
472;472;05/07/2011;Marron;47.0;10.0;27926.0;F;doctorat;Data Scientist;85.8;non;0;5
473;473;13/11/2010;Marron;26.0;6.0;44084.0;M;licence;Data Scientist;12.63;non;0;14
474;474;04/07/2011;Marron;26.0;10.0;33168.0;F;licence;Data Scientist;65.83;non;1;3
475;475;11/05/2011;Bleu;38.0;13.0;34807.0;M;licence;Data Scientist;78.6;non;0;12
476;476;19/09/2011;Marron;32.0;15.0;30851.0;F;licence;Data Scientist;77.84;non;0;4
477;477;29/10/2011;Bleu;26.0;5.0;39865.0;M;master;Data Scientist;64.74;oui;0;5
478;478;07/02/2014;Bleu;25.0;13.0;24575.0;M;licence;Data Scientist;70.39;non;0;11
479;479;10/04/2012;Hazel;15.0;12.0;24054.0;M;master;Data Scientist;54.13;non;0;14
480;480;07/05/2011;Hazel;27.0;7.0;25572.0;M;master;Data Scientist;73.82;non;0;8
481;481;30/10/2011;Bleu;21.0;13.0;37506.0;M;licence;Data Scientist;71.07;non;0;1
482;482;12/02/2013;Marron;23.0;12.0;37979.0;F;doctorat;Data Steward;96.25;oui;0;9
483;483;07/06/2011;Marron;12.0;2.0;29034.0;F;doctorat;Data Analyst;103.23;oui;0;13
484;484;16/05/2014;Bleu;41.0;;39976.0;M;bac;Data Engineer;48.02;non;0;12
485;485;08/06/2014;Marron;37.0;2.0;33113.0;M;doctorat;Data Scientist;81.21;oui;0;15
486;486;31/08/2011;Marron;36.0;4.0;37524.0;F;doctorat;Data Engineer;81.66;oui;0;7
487;487;11/09/2010;Hazel;32.0;10.0;37139.0;M;master;Data Scientist;75.45;oui;0;7
488;488;29/08/2011;Marron;17.0;11.0;36988.0;M;master;Data Engineer;68.28;oui;0;6
489;489;05/04/2012;Marron;38.0;8.0;35582.0;F;master;Data Analyst;95.49;non;0;10
490;490;13/08/2011;Bleu;15.0;6.0;41332.0;M;bac;Data Analyst;34.45;non;0;9
491;491;10/11/2014;Bleu;45.0;8.0;30229.0;M;master;Data Scientist;95.49;oui;0;2
492;492;12/01/2013;Hazel;26.0;10.0;40470.0;M;licence;Data Scientist;31.29;non;0;5
493;493;24/07/2012;Marron;22.0;8.0;31772.0;F;master;Data Analyst;51.26;non;1;1
494;494;04/02/2011;Hazel;26.0;13.0;37454.0;M;licence;Data Analyst;55.42;non;0;12
495;495;20/11/2011;Hazel;30.0;7.0;34980.0;F;licence;Data Steward;51.51;non;0;12
496;496;15/07/2012;Bleu;28.0;14.0;26970.0;F;licence;Data Analyst;71.19;non;0;1
497;497;04/03/2010;Vert;22.0;7.0;37146.0;M;licence;Data Analyst;100.0;oui;1;7
498;498;05/07/2010;Marron;49.0;6.0;35364.0;M;master;Data Scientist;93.78;non;0;1
499;499;29/03/2012;Bleu;33.0;11.0;36732.0;M;licence;Data Analyst;68.68;non;0;13
500;500;13/01/2013;Bleu;24.0;10.0;33139.0;F;licence;Data Scientist;86.24;non;0;9
501;501;24/09/2013;Hazel;30.0;3.0;29344.0;F;;Data Analyst;80.27;non;0;10
502;502;17/06/2013;Marron;36.0;7.0;34575.0;M;doctorat;Data Scientist;58.83;oui;1;13
503;503;;Bleu;53.0;7.0;35100.0;M;bac;Data Scientist;51.02;non;0;7
504;504;13/01/2010;Bleu;23.0;9.0;29569.0;M;master;Data Analyst;89.78;oui;0;11
505;505;24/06/2010;Bleu;27.0;10.0;42641.0;M;bac;Data Scientist;71.99;non;0;11
506;506;05/09/2013;Marron;28.0;9.0;23431.0;F;master;Data Scientist;107.26;non;0;9
507;507;19/11/2011;Hazel;38.0;8.0;33852.0;M;licence;Data Scientist;67.17;non;1;2
508;508;07/11/2012;Marron;39.0;15.0;;F;doctorat;Data Analyst;110.52;oui;0;1
509;509;16/07/2013;Bleu;51.0;5.0;36189.0;M;master;Data Scientist;78.22;oui;1;12
510;510;12/01/2010;Hazel;36.0;6.0;37167.0;M;master;Data Analyst;70.21;oui;0;9
511;511;26/11/2010;Bleu;35.0;8.0;36787.0;M;licence;Data Engineer;77.44;oui;0;1
512;512;12/05/2012;Marron;40.0;15.0;33090.0;M;doctorat;Data Scientist;95.46;oui;0;2
513;513;19/03/2012;Hazel;34.0;10.0;25449.0;M;doctorat;Data Scientist;103.09;oui;0;2
514;514;02/04/2013;Marron;30.0;8.0;33213.0;M;master;Data Scientist;58.66;non;0;13
515;515;22/12/2010;Vert;49.0;11.0;25442.0;F;licence;Data Scientist;89.28;non;0;10
516;516;02/07/2013;Marron;50.0;12.0;39877.0;F;master;Data Engineer;69.84;oui;0;6
517;517;20/08/2012;Hazel;39.0;4.0;28370.0;M;doctorat;Data Scientist;79.27;non;0;4
518;518;15/04/2012;Marron;12.0;4.0;44770.0;M;licence;Data Scientist;33.61;non;0;5
519;519;22/04/2014;Hazel;33.0;5.0;32927.0;M;master;Data Scientist;69.6;oui;1;3
520;520;16/06/2010;Marron;16.0;11.0;39272.0;M;master;Data Scientist;41.95;non;0;6
521;521;15/03/2014;Marron;38.0;12.0;33451.0;F;doctorat;Data Engineer;106.65;oui;0;8
522;522;25/07/2011;Marron;32.0;13.0;23603.0;F;doctorat;Data Analyst;102.6;oui;0;7
523;523;17/07/2010;Vert;36.0;13.0;21735.0;F;licence;Data Scientist;84.47;non;0;13
524;524;04/01/2013;Vert;41.0;15.0;23878.0;M;master;Data Analyst;101.9;oui;0;7
525;525;30/03/2011;Bleu;23.0;8.0;37436.0;M;licence;Data Scientist;71.23;non;0;1
526;526;29/09/2014;Hazel;33.0;15.0;34505.0;M;master;Data Scientist;86.26;non;0;1
527;527;07/12/2013;Bleu;39.0;8.0;41105.0;M;licence;Data Engineer;58.56;oui;0;5
528;528;31/07/2011;Bleu;35.0;11.0;35524.0;F;licence;Data Steward;54.4;non;0;8
529;529;24/12/2013;Bleu;5.0;13.0;39079.0;M;licence;Data Scientist;55.41;non;0;12
530;530;20/06/2013;Bleu;67.0;3.0;23851.0;F;licence;Data Scientist;66.4;non;0;13
531;531;13/03/2014;Hazel;19.0;4.0;34449.0;M;master;Data Scientist;85.58;non;0;10
532;532;19/04/2013;Hazel;25.0;6.0;30559.0;F;licence;Data Analyst;66.4;non;0;6
533;533;08/05/2012;Bleu;35.0;9.0;38104.0;M;licence;Data Analyst;63.8;oui;0;10
534;534;20/01/2013;Bleu;44.0;9.0;34087.0;M;licence;Data Analyst;85.73;non;0;3
535;535;26/11/2010;Bleu;35.0;9.0;41150.0;M;master;Data Scientist;108.89;oui;1;11
536;536;12/05/2012;Marron;40.0;13.0;39715.0;M;licence;Data Analyst;45.81;non;0;12
537;537;20/07/2012;Marron;33.0;6.0;28461.0;M;doctorat;Data Analyst;95.89;oui;0;11
538;538;23/06/2012;Vert;22.0;4.0;32498.0;M;licence;Data Engineer;85.99;oui;0;14
539;539;07/04/2010;Marron;44.0;2.0;36885.0;M;doctorat;Data Engineer;78.78;oui;0;14
540;540;18/12/2014;Marron;35.0;9.0;28645.0;M;doctorat;Data Scientist;66.41;non;1;12
541;541;19/01/2013;Bleu;40.0;15.0;38439.0;M;licence;Data Analyst;67.4;non;0;10
542;542;26/10/2012;Bleu;51.0;4.0;45223.0;M;bac;Data Analyst;35.02;oui;0;15
543;543;02/12/2012;Marron;35.0;10.0;30506.0;F;master;Data Scientist;77.6;non;0;8
544;544;07/07/2014;Hazel;43.0;10.0;35910.0;F;licence;Data Scientist;59.87;non;1;8
545;545;13/05/2012;Bleu;34.0;9.0;30607.0;M;master;Data Scientist;77.32;non;0;2
546;546;11/04/2011;Bleu;35.0;10.0;27594.0;F;master;Data Engineer;116.44;oui;0;5
547;547;21/12/2010;Hazel;42.0;9.0;44036.0;M;licence;Data Analyst;47.17;oui;0;4
548;548;09/06/2010;Hazel;37.0;9.0;33618.0;M;master;Data Scientist;67.75;non;0;11
